Chromosome	Start	End	Type	chr	med_start3kb	med_end3kb	enhancer	diff_CNV_intersect	q	G.score	average.amplitude	frequency
7	154880678	155085716	Del	7	155005136	155005410	chr7:155005136-155005410	274	1.184355	0.067966	0.417878	0.166667
7	154880678	155085716	Del	7	155006028	155006426	chr7:155006028-155006426	398	1.184355	0.067966	0.417878	0.166667
7	154880678	155085716	Del	7	155019709	155020044	chr7:155019709-155020044	335	1.184355	0.067966	0.417878	0.166667
7	155609376	156496231	Del	7	156401711	156402014	chr7:156401711-156402014	303	0.796886	0.064257	0.410436	0.161111
7	155609376	156496231	Del	7	156407407	156407702	chr7:156407407-156407702	295	0.796886	0.064257	0.410436	0.161111
7	155609376	156496231	Del	7	156412276	156412413	chr7:156412276-156412413	137	0.796886	0.064257	0.410436	0.161111
7	156496887	156739241	Del	7	156724801	156725029	chr7:156724801-156725029	228	0.780172	0.064157	0.415874	0.163889
7	156496887	156739241	Del	7	156735476	156735625	chr7:156735476-156735625	149	0.780172	0.064157	0.415874	0.163889
7	156809434	157091784	Del	7	157064608	157064951	chr7:157064608-157064951	343	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157067817	157068138	chr7:157067817-157068138	321	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157069496	157069783	chr7:157069496-157069783	287	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157070019	157070314	chr7:157070019-157070314	295	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157071910	157072285	chr7:157071910-157072285	375	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157072331	157072686	chr7:157072331-157072686	355	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157078729	157079029	chr7:157078729-157079029	300	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157082177	157082296	chr7:157082177-157082296	119	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157082402	157082699	chr7:157082402-157082699	297	0.827182	0.064658	0.415952	0.161111
7	156809434	157091784	Del	7	157085416	157085724	chr7:157085416-157085724	308	0.827182	0.064658	0.415952	0.161111
7	1614261	1797482	Del	7	1616013	1616182	chr7:1616013-1616182	169	0.655657	0.062854	0.41614	0.126852
7	1614261	1797482	Del	7	1659138	1659514	chr7:1659138-1659514	376	0.655657	0.062854	0.41614	0.126852
7	835839	1261154	Del	7	850307	850449	chr7:850307-850449	142	1.245164	0.068568	0.42546	0.128704
7	835839	1261154	Del	7	1017371	1017727	chr7:1017371-1017727	356	1.245164	0.068568	0.42546	0.128704
7	835839	1261154	Del	7	1035018	1035209	chr7:1035018-1035209	191	1.245164	0.068568	0.42546	0.128704
7	835839	1261154	Del	7	1181035	1181120	chr7:1181035-1181120	85	1.245164	0.068568	0.42546	0.128704
8	101396145	101400567	Amp	8	101398323	101398795	chr8:101398323-101398795	472	45.186144	0.519416	1.07368	0.615741
8	101423375	101472682	Amp	8	101427912	101428321	chr8:101427912-101428321	409	46.241975	0.525831	1.079241	0.614815
8	101423375	101472682	Amp	8	101428409	101428827	chr8:101428409-101428827	418	46.241975	0.525831	1.079241	0.614815
8	101423375	101472682	Amp	8	101431382	101431773	chr8:101431382-101431773	391	46.241975	0.525831	1.079241	0.614815
8	101423375	101472682	Amp	8	101444913	101445066	chr8:101444913-101445066	153	46.241975	0.525831	1.079241	0.614815
8	101423375	101472682	Amp	8	101450289	101450675	chr8:101450289-101450675	386	46.241975	0.525831	1.079241	0.614815
8	101473019	101476351	Amp	8	101476271	101476730	chr8:101476271-101476730	80	46.068719	0.524671	1.080089	0.613889
8	101484682	101494758	Amp	8	101486265	101486558	chr8:101486265-101486558	293	47.161176	0.531369	1.084451	0.613889
8	101499584	101500655	Amp	8	101500158	101500422	chr8:101500158-101500422	264	47.161176	0.531307	1.084477	0.613889
8	101501321	101506657	Amp	8	101502356	101502514	chr8:101502356-101502514	158	46.776289	0.528991	1.082865	0.613889
8	101509462	101523867	Amp	8	101511601	101511939	chr8:101511601-101511939	338	46.544164	0.527634	1.081985	0.613889
8	101509462	101523867	Amp	8	101512336	101512720	chr8:101512336-101512720	384	46.544164	0.527634	1.081985	0.613889
8	101509462	101523867	Amp	8	101514609	101515240	chr8:101514609-101515240	631	46.544164	0.527634	1.081985	0.613889
8	101815233	101825384	Amp	8	101821654	101822280	chr8:101821654-101822280	626	42.378696	0.502132	1.071141	0.609259
8	101858750	101899753	Amp	8	101894360	101894526	chr8:101894360-101894526	166	44.117268	0.51288	1.077433	0.609259
8	101901901	101942349	Amp	8	101910554	101910754	chr8:101910554-101910754	200	43.584267	0.509617	1.075303	0.609259
8	101901901	101942349	Amp	8	101912406	101912993	chr8:101912406-101912993	587	43.584267	0.509617	1.075303	0.609259
8	101901901	101942349	Amp	8	101913945	101914105	chr8:101913945-101914105	160	43.584267	0.509617	1.075303	0.609259
8	101901901	101942349	Amp	8	101914244	101914460	chr8:101914244-101914460	216	43.584267	0.509617	1.075303	0.609259
8	101901901	101942349	Amp	8	101920209	101920392	chr8:101920209-101920392	183	43.584267	0.509617	1.075303	0.609259
8	101901901	101942349	Amp	8	101920723	101921107	chr8:101920723-101921107	384	43.584267	0.509617	1.075303	0.609259
8	101901901	101942349	Amp	8	101927731	101928052	chr8:101927731-101928052	321	43.584267	0.509617	1.075303	0.609259
8	102001333	102027425	Amp	8	102015928	102016078	chr8:102015928-102016078	150	40.863215	0.492563	1.062771	0.610185
8	102063138	102100529	Amp	8	102075998	102076526	chr8:102075998-102076526	528	41.898488	0.499085	1.065282	0.611111
8	102063138	102100529	Amp	8	102092753	102093116	chr8:102092753-102093116	363	41.898488	0.499085	1.065282	0.611111
8	102119281	102278176	Amp	8	102120764	102121998	chr8:102120764-102121998	1234	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102135026	102135273	chr8:102135026-102135273	247	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102149452	102149813	chr8:102149452-102149813	361	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102161878	102162231	chr8:102161878-102162231	353	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102167003	102167377	chr8:102167003-102167377	374	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102167683	102167913	chr8:102167683-102167913	230	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102171133	102171473	chr8:102171133-102171473	340	42.232194	0.501222	1.066673	0.611111
8	102119281	102278176	Amp	8	102185716	102186115	chr8:102185716-102186115	399	42.232194	0.501222	1.066673	0.611111
8	102379551	102418474	Amp	8	102388506	102388737	chr8:102388506-102388737	231	43.812283	0.510976	1.07002	0.612963
8	102423060	102433133	Amp	8	102423654	102423774	chr8:102423654-102423774	120	43.185562	0.507153	1.06754	0.612963
8	102471144	102481090	Amp	8	102478937	102479163	chr8:102478937-102479163	226	44.612978	0.515921	1.072728	0.613889
8	103598817	103637553	Amp	8	103613012	103613469	chr8:103613012-103613469	457	41.010885	0.493521	1.057595	0.613889
8	103742049	103747888	Amp	8	103741796	103742226	chr8:103741796-103742226	177	41.842402	0.4988	1.059246	0.613889
8	103742049	103747888	Amp	8	103743323	103743460	chr8:103743323-103743460	137	41.842402	0.4988	1.059246	0.613889
8	103798918	103883865	Amp	8	103822630	103823284	chr8:103822630-103823284	654	41.732108	0.49811	1.056721	0.614815
8	103798918	103883865	Amp	8	103825525	103825897	chr8:103825525-103825897	372	41.732108	0.49811	1.056721	0.614815
8	103897531	103908639	Amp	8	103906775	103907150	chr8:103906775-103907150	375	41.861208	0.498885	1.057226	0.614815
8	103931309	103961487	Amp	8	103933096	103933543	chr8:103933096-103933543	447	40.665213	0.491349	1.054931	0.612963
8	103931309	103961487	Amp	8	103939794	103939949	chr8:103939794-103939949	155	40.665213	0.491349	1.054931	0.612963
8	103966359	104030800	Amp	8	103991737	103992346	chr8:103991737-103992346	609	39.861755	0.486154	1.05156	0.612963
8	103966359	104030800	Amp	8	103998014	103998369	chr8:103998014-103998369	355	39.861755	0.486154	1.05156	0.612963
8	103966359	104030800	Amp	8	104008229	104008646	chr8:104008229-104008646	417	39.861755	0.486154	1.05156	0.612963
8	104085957	104095270	Amp	8	104088692	104088862	chr8:104088692-104088862	170	41.175716	0.494557	1.057864	0.613889
8	104085957	104095270	Amp	8	104090039	104090169	chr8:104090039-104090169	130	41.175716	0.494557	1.057864	0.613889
8	104105137	104120370	Amp	8	104108865	104109263	chr8:104108865-104109263	398	40.409086	0.489645	1.056275	0.612963
8	104105137	104120370	Amp	8	104117409	104117806	chr8:104117409-104117806	397	40.409086	0.489645	1.056275	0.612963
8	104121096	104131722	Amp	8	104121309	104121576	chr8:104121309-104121576	267	40.444704	0.489885	1.056503	0.612963
8	104121096	104131722	Amp	8	104130599	104130764	chr8:104130599-104130764	165	40.444704	0.489885	1.056503	0.612963
8	104296098	104313247	Amp	8	104305857	104306236	chr8:104305857-104306236	379	41.139618	0.494328	1.0555	0.614815
8	104296098	104313247	Amp	8	104308052	104308138	chr8:104308052-104308138	86	41.139618	0.494328	1.0555	0.614815
8	104351684	104357947	Amp	8	104357065	104357412	chr8:104357065-104357412	347	40.792104	0.492173	1.053348	0.614815
8	104359721	104377808	Amp	8	104360613	104360956	chr8:104360613-104360956	343	40.738478	0.491811	1.053114	0.614815
8	104404940	104407763	Amp	8	104406173	104406574	chr8:104406173-104406574	401	42.285236	0.501515	1.057868	0.615741
8	104426045	104461806	Amp	8	104457896	104458033	chr8:104457896-104458033	137	41.565231	0.497038	1.054816	0.615741
8	10699552	10891959	Del	8	10725251	10725387	chr8:10725251-10725387	136	17.398619	0.140544	0.595592	0.516667
8	109379728	109539717	Amp	8	109455148	109455290	chr8:109455148-109455290	142	36.857319	0.466916	1.031219	0.611111
8	110238544	110248891	Amp	8	110248064	110248088	chr8:110248064-110248088	24	38.896856	0.480004	1.046795	0.611111
8	111102673	111112499	Amp	8	111109081	111109287	chr8:111109081-111109287	206	36.043846	0.461664	1.036281	0.608333
8	112759755	112792066	Amp	8	112770550	112770907	chr8:112770550-112770907	357	43.14816	0.506912	1.067215	0.607407
8	116076417	116132922	Amp	8	116112760	116113320	chr8:116112760-116113320	560	58.493512	0.598867	1.124029	0.617593
8	11646512	12574071	Del	8	11743673	11744020	chr8:11743673-11744020	347	23.079091	0.157686	0.599021	0.523148
8	11646512	12574071	Del	8	11744810	11745247	chr8:11744810-11745247	437	23.079091	0.157686	0.599021	0.523148
8	11646512	12574071	Del	8	11745812	11746001	chr8:11745812-11746001	189	23.079091	0.157686	0.599021	0.523148
8	11646512	12574071	Del	8	11748703	11748892	chr8:11748703-11748892	189	23.079091	0.157686	0.599021	0.523148
8	116871209	116900410	Amp	8	116879779	116880131	chr8:116879779-116880131	352	62.715758	0.622738	1.131759	0.622222
8	116973321	117020425	Amp	8	116988617	116988643	chr8:116988617-116988643	26	62.795054	0.623236	1.132077	0.622222
8	116973321	117020425	Amp	8	116990613	116990894	chr8:116990613-116990894	281	62.795054	0.623236	1.132077	0.622222
8	116973321	117020425	Amp	8	117000021	117000603	chr8:117000021-117000603	582	62.795054	0.623236	1.132077	0.622222
8	117034924	117053386	Amp	8	117049380	117049760	chr8:117049380-117049760	380	64.959296	0.635262	1.138307	0.623148
8	117068939	117079385	Amp	8	117069192	117069529	chr8:117069192-117069529	337	62.536144	0.621735	1.132589	0.621296
8	117068939	117079385	Amp	8	117070380	117070761	chr8:117070380-117070761	381	62.536144	0.621735	1.132589	0.621296
8	117175334	117184534	Amp	8	117175146	117175377	chr8:117175146-117175377	43	62.121047	0.619413	1.131277	0.621296
8	117219781	117269285	Amp	8	117235182	117235423	chr8:117235182-117235423	241	62.617721	0.622113	1.131305	0.622222
8	117430576	117457137	Amp	8	117457063	117457374	chr8:117457063-117457374	74	57.849642	0.595163	1.112518	0.621296
8	117460471	117501803	Amp	8	117466702	117466888	chr8:117466702-117466888	186	58.435913	0.598567	1.113973	0.621296
8	117460471	117501803	Amp	8	117476077	117476257	chr8:117476077-117476257	180	58.435913	0.598567	1.113973	0.621296
8	117460471	117501803	Amp	8	117481258	117481269	chr8:117481258-117481269	11	58.435913	0.598567	1.113973	0.621296
8	117506530	117525354	Amp	8	117510988	117511103	chr8:117510988-117511103	115	57.450869	0.592814	1.10649	0.62037
8	118444456	118512961	Amp	8	118452053	118452556	chr8:118452053-118452556	503	52.026306	0.560889	1.101876	0.613889
8	118518101	118546676	Amp	8	118527671	118527987	chr8:118527671-118527987	316	51.124225	0.555484	1.098374	0.613889
8	118776341	118785460	Amp	8	118776615	118776789	chr8:118776615-118776789	174	50.054621	0.549086	1.097908	0.612037
8	118776341	118785460	Amp	8	118778404	118778792	chr8:118778404-118778792	388	50.054621	0.549086	1.097908	0.612037
8	118791061	118825760	Amp	8	118801002	118801354	chr8:118801002-118801354	352	49.826347	0.547711	1.096665	0.611111
8	119768611	119793812	Amp	8	119788546	119788868	chr8:119788546-119788868	322	50.50057	0.55168	1.09752	0.612963
8	119795008	119866699	Amp	8	119808728	119809168	chr8:119808728-119809168	440	51.298696	0.556477	1.095876	0.612963
8	119872998	119915261	Amp	8	119879416	119879736	chr8:119879416-119879736	320	51.046343	0.555009	1.094924	0.612963
8	124155886	124181730	Amp	8	124169504	124169661	chr8:124169504-124169661	157	46.505879	0.527443	1.069855	0.611111
8	124659103	124682744	Amp	8	124665857	124666229	chr8:124665857-124666229	372	49.864932	0.547903	1.080719	0.612963
8	124659103	124682744	Amp	8	124678761	124678897	chr8:124678761-124678897	136	49.864932	0.547903	1.080719	0.612963
8	124683734	124717641	Amp	8	124684984	124685340	chr8:124684984-124685340	356	49.922299	0.548202	1.080915	0.612963
8	125198944	125221738	Amp	8	125210059	125210285	chr8:125210059-125210285	226	50.55856	0.552134	1.077895	0.616667
8	125198944	125221738	Amp	8	125212215	125212575	chr8:125212215-125212575	360	50.55856	0.552134	1.077895	0.616667
8	125263818	125316907	Amp	8	125302460	125302812	chr8:125302460-125302812	352	52.081509	0.561292	1.082847	0.617593
8	125263818	125316907	Amp	8	125304968	125305098	chr8:125304968-125305098	130	52.081509	0.561292	1.082847	0.617593
8	125437627	125458223	Amp	8	125447179	125447220	chr8:125447179-125447220	41	52.691507	0.564897	1.085109	0.617593
8	125731748	125765240	Amp	8	125764120	125764533	chr8:125764120-125764533	413	52.295902	0.56251	1.088584	0.618519
8	125765303	125770747	Amp	8	125769783	125770033	chr8:125769783-125770033	250	52.081509	0.561275	1.08779	0.618519
8	125780207	125849628	Amp	8	125815161	125815353	chr8:125815161-125815353	192	51.467338	0.557532	1.086852	0.617593
8	12614008	12676702	Del	8	12615021	12615285	chr8:12615021-12615285	264	16.901181	0.13894	0.596892	0.52037
8	12614008	12676702	Del	8	12615395	12615750	chr8:12615395-12615750	355	16.901181	0.13894	0.596892	0.52037
8	126387968	126414034	Amp	8	126398156	126398380	chr8:126398156-126398380	224	51.888409	0.560125	1.089234	0.615741
8	126387968	126414034	Amp	8	126400704	126400965	chr8:126400704-126400965	261	51.888409	0.560125	1.089234	0.615741
8	126434730	126471770	Amp	8	126441416	126441734	chr8:126441416-126441734	318	51.602495	0.558402	1.088136	0.615741
8	126434730	126471770	Amp	8	126451967	126452238	chr8:126451967-126452238	271	51.602495	0.558402	1.088136	0.615741
8	126958378	126961698	Amp	8	126959086	126959931	chr8:126959086-126959931	845	55.921394	0.583847	1.101632	0.616667
8	126958378	126961698	Amp	8	126960349	126960744	chr8:126960349-126960744	395	55.921394	0.583847	1.101632	0.616667
8	126958378	126961698	Amp	8	126961175	126961554	chr8:126961175-126961554	379	55.921394	0.583847	1.101632	0.616667
8	126958378	126961698	Amp	8	126961655	126961806	chr8:126961655-126961806	43	55.921394	0.583847	1.101632	0.616667
8	126970140	127005278	Amp	8	127002409	127002822	chr8:127002409-127002822	413	56.857756	0.589298	1.104962	0.616667
8	127087356	127128790	Amp	8	127124018	127124391	chr8:127124018-127124391	373	57.531809	0.593249	1.107632	0.616667
8	127727973	127762534	Amp	8	127732344	127732562	chr8:127732344-127732562	218	58.511284	0.599018	1.115347	0.616667
8	127821595	127868676	Amp	8	127829528	127829825	chr8:127829528-127829825	297	58.869974	0.601136	1.115255	0.617593
8	127821595	127868676	Amp	8	127837362	127837443	chr8:127837362-127837443	81	58.869974	0.601136	1.115255	0.617593
8	127926753	127958586	Amp	8	127938432	127938773	chr8:127938432-127938773	341	60.103393	0.608053	1.115181	0.617593
8	127926753	127958586	Amp	8	127950397	127950550	chr8:127950397-127950550	153	60.103393	0.608053	1.115181	0.617593
8	128053846	128079109	Amp	8	128068284	128068629	chr8:128068284-128068629	345	64.162929	0.630868	1.130381	0.616667
8	128053846	128079109	Amp	8	128070328	128070629	chr8:128070328-128070629	301	64.162929	0.630868	1.130381	0.616667
8	128133076	128137732	Amp	8	128134721	128135121	chr8:128134721-128135121	400	64.83229	0.634574	1.125503	0.619444
8	128166556	128190094	Amp	8	128167127	128167527	chr8:128167127-128167527	400	65.887796	0.6404	1.127717	0.62037
8	128166556	128190094	Amp	8	128171088	128171312	chr8:128171088-128171312	224	65.887796	0.6404	1.127717	0.62037
8	128166556	128190094	Amp	8	128185119	128185731	chr8:128185119-128185731	612	65.887796	0.6404	1.127717	0.62037
8	128193438	128200336	Amp	8	128193341	128193750	chr8:128193341-128193750	312	66.012475	0.641129	1.129298	0.62037
8	128193438	128200336	Amp	8	128196669	128197128	chr8:128196669-128197128	459	66.012475	0.641129	1.129298	0.62037
8	128200556	128204242	Amp	8	128203137	128203490	chr8:128203137-128203490	353	66.345739	0.643022	1.130512	0.62037
8	128204395	128223746	Amp	8	128208934	128209645	chr8:128208934-128209645	711	66.427112	0.643464	1.12911	0.621296
8	128204395	128223746	Amp	8	128218099	128218752	chr8:128218099-128218752	653	66.427112	0.643464	1.12911	0.621296
8	128204395	128223746	Amp	8	128219153	128219489	chr8:128219153-128219489	336	66.427112	0.643464	1.12911	0.621296
8	128226673	128236114	Amp	8	128227053	128227754	chr8:128227053-128227754	701	67.046913	0.646786	1.131237	0.621296
8	128226673	128236114	Amp	8	128227982	128228299	chr8:128227982-128228299	317	67.046913	0.646786	1.131237	0.621296
8	128226673	128236114	Amp	8	128231853	128232218	chr8:128231853-128232218	365	67.046913	0.646786	1.131237	0.621296
8	128239112	128253133	Amp	8	128239593	128240207	chr8:128239593-128240207	614	67.605009	0.649912	1.133237	0.621296
8	128253752	128258918	Amp	8	128257606	128258262	chr8:128257606-128258262	656	67.025811	0.646722	1.131273	0.621296
8	128253752	128258918	Amp	8	128258299	128258698	chr8:128258299-128258698	399	67.025811	0.646722	1.131273	0.621296
8	128303988	128307797	Amp	8	128305149	128305567	chr8:128305149-128305567	418	70.026928	0.662951	1.1428	0.622222
8	128303988	128307797	Amp	8	128306934	128307283	chr8:128306934-128307283	349	70.026928	0.662951	1.1428	0.622222
8	128307955	128340374	Amp	8	128308850	128309232	chr8:128308850-128309232	382	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128311072	128311242	chr8:128311072-128311242	170	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128311782	128311908	chr8:128311782-128311908	126	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128313110	128313516	chr8:128313110-128313516	406	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128313576	128313848	chr8:128313576-128313848	272	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128314976	128315380	chr8:128314976-128315380	404	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128319902	128320220	chr8:128319902-128320220	318	69.681617	0.661012	1.141561	0.622222
8	128307955	128340374	Amp	8	128333152	128333458	chr8:128333152-128333458	306	69.681617	0.661012	1.141561	0.622222
8	128402263	128405174	Amp	8	128403573	128403875	chr8:128403573-128403875	302	75.424532	0.6918	1.15526	0.624074
8	128406999	128408116	Amp	8	128407875	128408267	chr8:128407875-128408267	241	76.107926	0.695467	1.157638	0.624074
8	128409232	128415261	Amp	8	128412842	128413241	chr8:128412842-128413241	399	75.939373	0.694571	1.158642	0.623148
8	128409232	128415261	Amp	8	128413471	128413778	chr8:128413471-128413778	307	75.939373	0.694571	1.158642	0.623148
8	128415351	128424792	Amp	8	128418204	128418600	chr8:128418204-128418600	396	75.744536	0.693519	1.157971	0.623148
8	128431694	128441535	Amp	8	128435102	128435271	chr8:128435102-128435271	169	75.446599	0.691873	1.156834	0.623148
8	128676150	128702094	Amp	8	128678694	128678799	chr8:128678694-128678799	105	83.753659	0.735301	1.179748	0.627778
8	128676150	128702094	Amp	8	128680448	128680536	chr8:128680448-128680536	88	83.753659	0.735301	1.179748	0.627778
8	128676150	128702094	Amp	8	128680816	128681380	chr8:128680816-128681380	564	83.753659	0.735301	1.179748	0.627778
8	128676150	128702094	Amp	8	128684085	128684435	chr8:128684085-128684435	350	83.753659	0.735301	1.179748	0.627778
8	128813791	128822709	Amp	8	128821272	128821652	chr8:128821272-128821652	380	77.150166	0.701116	1.162999	0.625
8	128813791	128822709	Amp	8	128822019	128822203	chr8:128822019-128822203	184	77.150166	0.701116	1.162999	0.625
8	128813791	128822709	Amp	8	128822251	128823013	chr8:128822251-128823013	458	77.150166	0.701116	1.162999	0.625
8	128824096	128829558	Amp	8	128825013	128825274	chr8:128825013-128825274	261	75.118941	0.690145	1.155142	0.625
8	128834269	128844721	Amp	8	128835085	128835527	chr8:128835085-128835527	442	74.594469	0.687314	1.153931	0.624074
8	128834269	128844721	Amp	8	128843918	128844302	chr8:128843918-128844302	384	74.594469	0.687314	1.153931	0.624074
8	128864137	128866468	Amp	8	128865187	128865467	chr8:128865187-128865467	280	71.769105	0.672233	1.144959	0.623148
8	128881191	128903273	Amp	8	128883085	128883449	chr8:128883085-128883449	364	70.267892	0.664156	1.1397	0.623148
8	128881191	128903273	Amp	8	128888391	128888698	chr8:128888391-128888698	307	70.267892	0.664156	1.1397	0.623148
8	128881191	128903273	Amp	8	128888912	128889201	chr8:128888912-128889201	289	70.267892	0.664156	1.1397	0.623148
8	128904151	128911926	Amp	8	128910613	128910985	chr8:128910613-128910985	372	69.853364	0.661969	1.137013	0.624074
8	128904151	128911926	Amp	8	128911546	128911899	chr8:128911546-128911899	353	69.853364	0.661969	1.137013	0.624074
8	128912885	128927464	Amp	8	128919831	128920544	chr8:128919831-128920544	713	69.181793	0.658406	1.134743	0.624074
8	128912885	128927464	Amp	8	128923296	128923609	chr8:128923296-128923609	313	69.181793	0.658406	1.134743	0.624074
8	128912885	128927464	Amp	8	128926432	128926732	chr8:128926432-128926732	300	69.181793	0.658406	1.134743	0.624074
8	128973665	128973665	Amp	8	128973364	128973763	chr8:128973364-128973763	0	67.950861	0.651774	1.126645	0.624074
8	128990088	129032226	Amp	8	128989961	128990273	chr8:128989961-128990273	185	66.285748	0.642641	1.120825	0.624074
8	128990088	129032226	Amp	8	128993662	128993919	chr8:128993662-128993919	257	66.285748	0.642641	1.120825	0.624074
8	128990088	129032226	Amp	8	128999913	129000275	chr8:128999913-129000275	362	66.285748	0.642641	1.120825	0.624074
8	128990088	129032226	Amp	8	129002909	129003328	chr8:129002909-129003328	419	66.285748	0.642641	1.120825	0.624074
8	129033872	129068759	Amp	8	129036981	129037022	chr8:129036981-129037022	41	65.108453	0.636185	1.116711	0.624074
8	129033872	129068759	Amp	8	129047466	129047656	chr8:129047466-129047656	190	65.108453	0.636185	1.116711	0.624074
8	129033872	129068759	Amp	8	129053712	129054462	chr8:129053712-129054462	750	65.108453	0.636185	1.116711	0.624074
8	129033872	129068759	Amp	8	129062971	129063389	chr8:129062971-129063389	418	65.108453	0.636185	1.116711	0.624074
8	129069027	129080672	Amp	8	129076309	129076777	chr8:129076309-129076777	468	65.721045	0.639518	1.118835	0.624074
8	129110945	129116533	Amp	8	129114844	129115073	chr8:129114844-129115073	229	66.684565	0.644842	1.11583	0.626852
8	129110945	129116533	Amp	8	129115789	129116244	chr8:129115789-129116244	455	66.684565	0.644842	1.11583	0.626852
8	129121338	129121338	Amp	8	129121216	129121486	chr8:129121216-129121486	0	67.561605	0.649596	1.11748	0.627778
8	129125148	129133259	Amp	8	129129719	129130040	chr8:129129719-129130040	321	67.068016	0.64694	1.11254	0.62963
8	129148524	129174780	Amp	8	129152052	129152429	chr8:129152052-129152429	377	66.387507	0.643179	1.109817	0.62963
8	129148524	129174780	Amp	8	129163003	129163240	chr8:129163003-129163240	237	66.387507	0.643179	1.109817	0.62963
8	129148524	129174780	Amp	8	129163348	129163834	chr8:129163348-129163834	486	66.387507	0.643179	1.109817	0.62963
8	129178881	129185417	Amp	8	129180743	129180870	chr8:129180743-129180870	127	65.950479	0.640819	1.108276	0.62963
8	129185918	129190394	Amp	8	129188825	129189407	chr8:129188825-129189407	582	66.157396	0.642005	1.109025	0.62963
8	129199566	129218859	Amp	8	129204780	129204979	chr8:129204780-129204979	199	64.059251	0.63035	1.106443	0.626852
8	129199566	129218859	Amp	8	129205979	129206284	chr8:129205979-129206284	305	64.059251	0.63035	1.106443	0.626852
8	129618587	129649003	Amp	8	129626202	129626412	chr8:129626202-129626412	210	56.743006	0.588666	1.094499	0.615741
8	130353227	130366404	Amp	8	130354241	130354379	chr8:130354241-130354379	138	48.890976	0.541989	1.075882	0.606481
8	130623537	130665414	Amp	8	130639363	130639590	chr8:130639363-130639590	227	44.745562	0.516716	1.061276	0.605556
8	130667621	130708468	Amp	8	130697904	130698138	chr8:130697904-130698138	234	45.186144	0.519351	1.062913	0.605556
8	130667621	130708468	Amp	8	130702467	130702491	chr8:130702467-130702491	24	45.186144	0.519351	1.062913	0.605556
8	130667621	130708468	Amp	8	130703284	130703457	chr8:130703284-130703457	173	45.186144	0.519351	1.062913	0.605556
8	130667621	130708468	Amp	8	130704918	130705264	chr8:130704918-130705264	346	45.186144	0.519351	1.062913	0.605556
8	130709515	130727016	Amp	8	130716318	130716614	chr8:130716318-130716614	296	45.414983	0.520739	1.063294	0.605556
8	131054290	131064795	Amp	8	131054431	131054834	chr8:131054431-131054834	403	44.974455	0.518129	1.060974	0.602778
8	131054290	131064795	Amp	8	131058084	131058195	chr8:131058084-131058195	111	44.974455	0.518129	1.060974	0.602778
8	131452402	131467230	Amp	8	131456841	131457348	chr8:131456841-131457348	507	44.365655	0.514375	1.067127	0.600926
8	131452402	131467230	Amp	8	131459003	131459302	chr8:131459003-131459302	299	44.365655	0.514375	1.067127	0.600926
8	132868285	132883346	Amp	8	132868655	132869774	chr8:132868655-132869774	1119	40.06199	0.487417	1.048773	0.59537
8	133496652	133508997	Amp	8	133508104	133508400	chr8:133508104-133508400	296	38.446631	0.477135	1.049357	0.588889
8	133685536	133692454	Amp	8	133689212	133689471	chr8:133689212-133689471	259	40.317041	0.489124	1.050608	0.591667
8	134153573	134161109	Amp	8	134156406	134156683	chr8:134156406-134156683	277	38.607792	0.478166	1.046739	0.589815
8	134301588	134373532	Amp	8	134368494	134368766	chr8:134368494-134368766	272	38.716772	0.4789	1.043818	0.588889
8	134925974	134934900	Amp	8	134927817	134928174	chr8:134927817-134928174	357	35.810338	0.460077	1.029738	0.587963
8	135722731	135783747	Amp	8	135763975	135764179	chr8:135763975-135764179	204	35.59816	0.458722	1.036422	0.586111
8	135840879	135954878	Amp	8	135842490	135842788	chr8:135842490-135842788	298	35.494523	0.458076	1.033055	0.587037
8	135840879	135954878	Amp	8	135843585	135843751	chr8:135843585-135843751	166	35.494523	0.458076	1.033055	0.587037
8	141465982	141482247	Amp	8	141474376	141475403	chr8:141474376-141475403	1027	33.395175	0.444237	1.007435	0.576852
