Disease	Resource	Chr	Strand	Coordinate	Region	ProbeID	GeneID	GeneName	GeneType	TranscriptID	TranscriptName	TranscriptType	Methylation Status	Pvalue	FDR	Methylation Difference	Meancase	Meancontrol
Breast invasive carcinoma	TCGA	chr2	-	241900517	intron	cg04680436	ENSG00000216921.6	AC131097.4	lincRNA	ENST00000401641.2	AC131097.4-002	lincRNA	hypermethylation	1.69e-35	2.78e-34	0.306042855040369	0.728752047028566	0.422709191988197
Breast invasive carcinoma	TCGA	chr2	+	242031945	intron	cg12526997	ENSG00000233806.6	LINC01237	processed_transcript	ENST00000415434.4	LINC01237-003	lincRNA	hypomethylation	1.53e-65	1.63e-63	-0.331376993124268	0.256025589961762	0.587402583086029
Breast invasive carcinoma	TCGA	chr2	+	241977730	intron	cg24676283	ENSG00000233806.6	LINC01237	processed_transcript	ENST00000415434.4	LINC01237-003	lincRNA	hypomethylation	4.96e-37	9.07e-36	-0.310837304235924	0.556636981589214	0.867474285825139
Breast invasive carcinoma	TCGA	chr2	+	242031785	intron	cg25946059	ENSG00000233806.6	LINC01237	processed_transcript	ENST00000415434.4	LINC01237-003	lincRNA	hypomethylation	2.32e-51	1.08e-49	-0.331403686604299	0.219031711839092	0.550435398443391
Breast invasive carcinoma	TCGA	chr3	-	14298065	intron	cg25457886	ENSG00000255021.1	RP11-536I6.2	lincRNA	ENST00000525575.1	RP11-536I6.2-001	lincRNA	hypermethylation	5.25e-48	1.91e-46	0.324771101542677	0.61290994633297	0.288138844790293
Breast invasive carcinoma	TCGA	chr3	-	14811398	1_exon	cg08673716	ENSG00000260902.1	RP11-95M5.1	lincRNA	ENST00000566553.1	RP11-95M5.1-001	lincRNA	hypermethylation	6.65e-30	7.71e-29	0.303192470214519	0.381290934416625	0.0780984642021061
Breast invasive carcinoma	TCGA	chr3	+	43996268	TSS1500	cg14858267	ENSG00000271192.1	RP4-555D20.3	lincRNA	ENST00000605537.1	RP4-555D20.3-001	lincRNA	hypermethylation	2.38e-49	9.52e-48	0.324254761060385	0.577371670977338	0.253116909916953
Breast invasive carcinoma	TCGA	chr3	+	50671424	genebody	cg06092178	ENSG00000273356.1	RP11-804H8.6	lincRNA	ENST00000609204.1	RP11-804H8.6-002	lincRNA	hypomethylation	2.71e-57	1.76e-55	-0.307858792245402	0.548146934788915	0.856005727034318
Breast invasive carcinoma	TCGA	chr3	-	72521167	intron	cg04892766	ENSG00000244345.1	RP11-654C22.2	lincRNA	ENST00000478745.1	RP11-654C22.2-001	lincRNA	hypomethylation	1.53e-96	1.26e-93	-0.393183568488491	0.451429217190041	0.844612785678532
Breast invasive carcinoma	TCGA	chr3	+	73874641	intron	cg23012591	ENSG00000242741.1	RP11-20B7.1	lincRNA	ENST00000498832.1	RP11-20B7.1-001	lincRNA	hypomethylation	4.17e-51	1.88e-49	-0.350501201702059	0.445071486298835	0.795572688000894
Breast invasive carcinoma	TCGA	chr3	-	99509312	intron	cg08464402	ENSG00000243089.1	RP11-779P15.2	lincRNA	ENST00000484675.1	RP11-779P15.2-001	lincRNA	hypomethylation	6.5e-35	1.03e-33	-0.317914352836817	0.515142143193372	0.833056496030189
Breast invasive carcinoma	TCGA	chr3	-	107198649	intron	cg18648037	ENSG00000242759.5	LINC00882	lincRNA	ENST00000473636.1	LINC00882-002	lincRNA	hypermethylation	7.5e-47	2.49e-45	0.345796457910025	0.671376123119198	0.325579665209173
Breast invasive carcinoma	TCGA	chr3	+	109135810	TSS1500	cg14877963	ENSG00000241224.5	FLJ22763	lincRNA	ENST00000622536.3	FLJ22763-004	lincRNA	hypomethylation	4.18e-43	1.12e-41	-0.301330487659127	0.502210124185238	0.803540611844364
Breast invasive carcinoma	TCGA	chr3	+	109178275	1_exon	cg03040441	ENSG00000214381.4	LINC00488	lincRNA	ENST00000494582.1	LINC00488-001	lincRNA	hypomethylation	4.58e-49	1.8e-47	-0.304757510457161	0.50697531682633	0.811732827283491
Breast invasive carcinoma	TCGA	chr3	+	109178083	TSS200	cg19507267	ENSG00000214381.4	LINC00488	lincRNA	ENST00000494582.1	LINC00488-001	lincRNA	hypomethylation	4.14e-60	3.13e-58	-0.311071013979665	0.480938413594526	0.792009427574191
Breast invasive carcinoma	TCGA	chr3	+	112304437	intron	cg23198707	ENSG00000239482.5	RP11-90K6.1	lincRNA	ENST00000498032.4	RP11-90K6.1-001	lincRNA	hypermethylation	3.91e-64	3.8e-62	0.397349995928918	0.614656432884041	0.217306436955124
Breast invasive carcinoma	TCGA	chr3	-	117854219	intron	cg23033158	ENSG00000239268.2	RP11-384F7.2	lincRNA	ENST00000484092.1	RP11-384F7.2-001	lincRNA	hypomethylation	2.42e-77	5.79e-75	-0.361348372430644	0.402051054785785	0.76339942721643
Breast invasive carcinoma	TCGA	chr3	-	135367976	intron	cg24984506	ENSG00000240086.4	RP11-657O9.1	processed_transcript	ENST00000466206.4	RP11-657O9.1-003	lincRNA	hypomethylation	3.92e-48	1.45e-46	-0.31853659838471	0.551156442680531	0.869693041065241
Breast invasive carcinoma	TCGA	chr3	+	137774433	TSS1500	cg25845889	ENSG00000239513.4	LINC01210	lincRNA	ENST00000469216.1	LINC01210-004	lincRNA	hypomethylation	1.88e-58	1.31e-56	-0.367105114675	0.359964411141659	0.727069525816659
Breast invasive carcinoma	TCGA	chr3	+	148332837	intron	cg03577128	ENSG00000242440.1	RP11-501O2.5	lincRNA	ENST00000481334.1	RP11-501O2.5-002	lincRNA	hypomethylation	8.52e-54	4.59e-52	-0.383414132035451	0.480232561053769	0.86364669308922
Breast invasive carcinoma	TCGA	chr3	-	156812717	intron	cg08651937	ENSG00000240875.4	LINC00886	lincRNA	ENST00000473352.1	LINC00886-002	lincRNA	hypomethylation	8.13e-46	2.49e-44	-0.366330658587963	0.449615378409101	0.815946036997064
Breast invasive carcinoma	TCGA	chr3	-	156812869	intron	cg25738116	ENSG00000240875.4	LINC00886	lincRNA	ENST00000473352.1	LINC00886-002	lincRNA	hypomethylation	1.63e-42	4.23e-41	-0.325129774472588	0.505295018720796	0.830424793193384
Breast invasive carcinoma	TCGA	chr3	+	177673599	intron	cg01178099	ENSG00000228221.4	LINC00578	lincRNA	ENST00000445673.1	LINC00578-003	lincRNA	hypermethylation	2.25e-85	9.89e-83	0.317500683771099	0.77922130281373	0.461720619042631
Breast invasive carcinoma	TCGA	chr3	-	184769970	intron	cg04536957	ENSG00000229433.1	RP11-329B9.1	lincRNA	ENST00000457449.1	RP11-329B9.1-001	lincRNA	hypomethylation	3.83e-53	1.98e-51	-0.303424771052798	0.457253827370584	0.760678598423381
Breast invasive carcinoma	TCGA	chr4	+	6222390	intron	cg01142635	ENSG00000249896.1	RP11-586D19.1	lincRNA	ENST00000508601.1	RP11-586D19.1-001	lincRNA	hypermethylation	1.93e-44	5.51e-43	0.332909200492078	0.490392006170515	0.157482805678437
Breast invasive carcinoma	TCGA	chr4	+	11635909	intron	cg01774019	ENSG00000249631.4	RP11-281P23.2	lincRNA	ENST00000510095.4	RP11-281P23.2-006	lincRNA	hypomethylation	4.05e-66	4.62e-64	-0.348661314062577	0.541835065705686	0.890496379768263
Breast invasive carcinoma	TCGA	chr4	-	13529299	intron	cg17922359	ENSG00000281202.1	LINC01097	lincRNA	ENST00000628853.1	LINC01097-003	lincRNA	hypermethylation	7.15e-64	6.88e-62	0.347213347162119	0.436615271465213	0.0894019243030934
Breast invasive carcinoma	TCGA	chr4	-	17028665	intron	cg20926939	ENSG00000249998.1	RP11-141E13.1	lincRNA	ENST00000511735.1	RP11-141E13.1-001	lincRNA	hypomethylation	6.93e-55	3.96e-53	-0.37061397054838	0.488103873022265	0.858717843570646
Breast invasive carcinoma	TCGA	chr4	+	19739321	intron	cg12253071	ENSG00000248515.1	RP11-608O21.1	lincRNA	ENST00000511431.1	RP11-608O21.1-001	lincRNA	hypomethylation	3.25e-56	1.98e-54	-0.309336771983117	0.386070311317017	0.695407083300134
Breast invasive carcinoma	TCGA	chr4	-	41880547	genebody	cg17231999	ENSG00000245870.2	LINC00682	lincRNA	ENST00000498940.1	LINC00682-003	lincRNA	hypermethylation	1.53e-53	8.09e-52	0.455728401434696	0.51796285244492	0.0622344510102244
Breast invasive carcinoma	TCGA	chr4	-	54842629	intron	cg15947910	ENSG00000249727.1	RP11-273B19.2	lincRNA	ENST00000512898.1	RP11-273B19.2-001	lincRNA	hypomethylation	9.5e-39	1.93e-37	-0.300020743197959	0.498063887036159	0.798084630234119
Breast invasive carcinoma	TCGA	chr4	-	110611523	intron	cg07349208	ENSG00000250103.2	RP11-380D23.2	lincRNA	ENST00000503456.1	RP11-380D23.2-001	lincRNA	hypermethylation	4.25e-59	3.03e-57	0.347683727991847	0.421067397862029	0.0733836698701816
Breast invasive carcinoma	TCGA	chr4	-	110614372	intron	cg23806894	ENSG00000250103.2	RP11-380D23.2	lincRNA	ENST00000503456.1	RP11-380D23.2-001	lincRNA	hypermethylation	1.44e-36	2.53e-35	0.337183954486957	0.51694826416047	0.179764309673513
Breast invasive carcinoma	TCGA	chr4	+	123773023	TSS1500	cg19922435	ENSG00000249464.4	LINC01091	lincRNA	ENST00000515769.1	LINC01091-004	lincRNA	hypomethylation	1.68e-42	4.35e-41	-0.313372130876812	0.425346393857378	0.73871852473419
Breast invasive carcinoma	TCGA	chr4	-	127045484	intron	cg09086615	ENSG00000250945.1	RP11-810P8.1	lincRNA	ENST00000506852.1	RP11-810P8.1-001	lincRNA	hypomethylation	6.98e-47	2.32e-45	-0.319034557846432	0.53301502905092	0.852049586897352
Breast invasive carcinoma	TCGA	chr4	+	149709183	intron	cg25643208	ENSG00000250905.1	RP11-707F2.1	lincRNA	ENST00000505781.1	RP11-707F2.1-001	lincRNA	hypomethylation	2.66e-58	1.84e-56	-0.350574944140389	0.502207347234751	0.85278229137514
Breast invasive carcinoma	TCGA	chr4	+	188627553	intron	cg19084053	ENSG00000249378.4	LINC01060	lincRNA	ENST00000503580.1	LINC01060-006	lincRNA	hypomethylation	4.59e-40	1.02e-38	-0.308132358886415	0.487681462735686	0.795813821622101
Breast invasive carcinoma	TCGA	chr5	+	1946098	intron	cg22092397	ENSG00000248994.1	RP11-259O2.1	lincRNA	ENST00000513419.1	RP11-259O2.1-002	lincRNA	hypomethylation	2.55e-54	1.42e-52	-0.346593550704885	0.424154743744622	0.770748294449506
Breast invasive carcinoma	TCGA	chr5	+	4644308	intron	cg08963360	ENSG00000251371.1	CTD-2318H23.1	lincRNA	ENST00000513925.1	CTD-2318H23.1-001	lincRNA	hypomethylation	2.53e-46	8.1e-45	-0.321238636117862	0.549868290902931	0.871106927020792
Breast invasive carcinoma	TCGA	chr5	-	4590179	intron	cg18172829	ENSG00000248973.1	RP11-445O3.2	lincRNA	ENST00000507435.1	RP11-445O3.2-001	lincRNA	hypomethylation	8.07e-34	1.19e-32	-0.311075976345031	0.582133009039498	0.893208985384529
Breast invasive carcinoma	TCGA	chr5	+	5034284	TSS200	cg24763840	ENSG00000215231.6	LINC01020	lincRNA	ENST00000509382.4	LINC01020-002	lincRNA	hypomethylation	4.44e-32	5.92e-31	-0.327562323111811	0.641572487041134	0.969134810152945
Breast invasive carcinoma	TCGA	chr5	+	5034190	TSS1500	cg10435838	ENSG00000215231.6	LINC01020	lincRNA	ENST00000509382.4	LINC01020-002	lincRNA	hypomethylation	1.6e-49	6.48e-48	-0.355266178555663	0.511607046815405	0.866873225371068
Breast invasive carcinoma	TCGA	chr5	+	5034161	TSS1500	cg13453847	ENSG00000215231.6	LINC01020	lincRNA	ENST00000509382.4	LINC01020-002	lincRNA	hypomethylation	3.1e-51	1.42e-49	-0.343720425350759	0.432559186231182	0.776279611581941
Breast invasive carcinoma	TCGA	chr5	-	5078962	TSS1500	cg04459983	ENSG00000250529.1	CTD-2247C11.5	lincRNA	ENST00000507950.1	CTD-2247C11.5-001	lincRNA	hypomethylation	1.41e-45	4.26e-44	-0.315637416618256	0.536280153271393	0.851917569889648
Breast invasive carcinoma	TCGA	chr5	+	6583281	1_exon	cg04204831	ENSG00000250056.4	LINC01018	lincRNA	ENST00000507582.1	LINC01018-002	lincRNA	hypermethylation	1.07e-27	1.08e-26	0.34501314740715	0.403401081457809	0.0583879340506584
Breast invasive carcinoma	TCGA	chr5	+	7080697	intron	cg17566002	ENSG00000250974.1	RP11-122F24.1	lincRNA	ENST00000512838.1	RP11-122F24.1-001	lincRNA	hypomethylation	4.29e-61	3.42e-59	-0.373397536371798	0.483302113268753	0.856699649640551
Breast invasive carcinoma	TCGA	chr5	+	8842632	intron	cg06885179	ENSG00000250198.1	RP11-143A12.3	lincRNA	ENST00000510067.1	RP11-143A12.3-001	lincRNA	hypomethylation	1.01e-39	2.21e-38	-0.312785241139311	0.520552894407042	0.833338135546353
Breast invasive carcinoma	TCGA	chr5	-	43007530	1_exon	cg05839377	ENSG00000271788.1	CTD-2201E18.5	lincRNA	ENST00000607715.1	CTD-2201E18.5-001	lincRNA	hypermethylation	4.37e-24	3.46e-23	0.304915256847825	0.423470781055147	0.118555524207322
Breast invasive carcinoma	TCGA	chr5	+	50969933	1_exon	cg03847373	ENSG00000248918.2	CTD-2089N3.3	lincRNA	ENST00000508923.2	CTD-2089N3.3-001	lincRNA	hypermethylation	6.73e-50	2.85e-48	0.311730979560271	0.543483031275704	0.231752051715433
Breast invasive carcinoma	TCGA	chr5	+	67268706	intron	cg22961212	ENSG00000251206.1	CTD-2187J20.1	lincRNA	ENST00000515077.1	CTD-2187J20.1-001	lincRNA	hypermethylation	1.08e-49	4.45e-48	0.370709236779528	0.624385053097002	0.253675816317474
Breast invasive carcinoma	TCGA	chr5	+	116579303	intron	cg11584098	ENSG00000249167.1	CTB-118N6.2	lincRNA	ENST00000508766.1	CTB-118N6.2-001	lincRNA	hypomethylation	9.26e-36	1.55e-34	-0.315683207618797	0.509727102067516	0.825410309686313
Breast invasive carcinoma	TCGA	chr5	-	124264034	intron	cg23050394	ENSG00000253807.4	LINC01170	lincRNA	ENST00000628324.1	LINC01170-003	lincRNA	hypomethylation	4.42e-71	6.73e-69	-0.374395000860405	0.4079620348329	0.782357035693304
Breast invasive carcinoma	TCGA	chr5	-	152642910	intron	cg10931792	ENSG00000249484.7	LINC01470	lincRNA	ENST00000503048.1	LINC01470-001	lincRNA	hypomethylation	1.29e-54	7.23e-53	-0.316020301117965	0.513165994323882	0.829186295441847
Breast invasive carcinoma	TCGA	chr5	+	170330855	TSS1500	cg00191458	ENSG00000235172.6	LINC01366	lincRNA	ENST00000436248.3	LINC01366-001	lincRNA	hypomethylation	1.3e-75	2.73e-73	-0.359134036563724	0.376195196530604	0.735329233094328
Breast invasive carcinoma	TCGA	chr5	-	176181438	intron	cg08657671	ENSG00000248596.5	RP11-844P9.2	lincRNA	ENST00000508056.4	RP11-844P9.2-002	lincRNA	hypomethylation	1.62e-45	4.87e-44	-0.34037357884729	0.488604736425645	0.828978315272935
Breast invasive carcinoma	TCGA	chr5	+	180684966	intron	cg20661080	ENSG00000248717.1	RP11-451H23.3	lincRNA	ENST00000513535.1	RP11-451H23.3-001	lincRNA	hypomethylation	2.53e-37	4.74e-36	-0.300214021001816	0.509027471085991	0.809241492087807
Breast invasive carcinoma	TCGA	chr6	+	21824572	intron	cg08757222	ENSG00000272168.4	CASC15	lincRNA	ENST00000607048.4	CASC15-001	lincRNA	hypomethylation	7.4e-37	1.33e-35	-0.321664351954041	0.528229922538874	0.849894274492915
Breast invasive carcinoma	TCGA	chr6	-	22892509	intron	cg07904452	ENSG00000233358.2	RP1-209A6.1	lincRNA	ENST00000420572.2	RP1-209A6.1-001	lincRNA	hypermethylation	3.6e-39	7.56e-38	0.337702919190158	0.511216252673021	0.173513333482863
Breast invasive carcinoma	TCGA	chr6	+	29975678	intron	cg04109898	ENSG00000204625.9	HCG9	lincRNA	ENST00000376800.6	HCG9-001	lincRNA	hypermethylation	7.12e-48	2.58e-46	0.370612346013345	0.610647501803114	0.240035155789769
Breast invasive carcinoma	TCGA	chr6	-	104940819	TSS1500	cg03738025	ENSG00000203809.5	LINC00577	lincRNA	ENST00000369123.3	LINC00577-001	lincRNA	hypermethylation	4.44e-120	1.68e-116	0.507461578259414	0.723920113294705	0.21645853503529
Breast invasive carcinoma	TCGA	chr6	-	104940856	TSS1500	cg17885226	ENSG00000203809.5	LINC00577	lincRNA	ENST00000369123.3	LINC00577-001	lincRNA	hypermethylation	7.97e-79	2.12e-76	0.365947054028815	0.657056672487524	0.291109618458709
Breast invasive carcinoma	TCGA	chr6	-	104940793	TSS1500	cg23746497	ENSG00000203809.5	LINC00577	lincRNA	ENST00000369123.3	LINC00577-001	lincRNA	hypermethylation	1e-124	4.73e-121	0.460809957098365	0.754683470358128	0.293873513259762
Breast invasive carcinoma	TCGA	chr6	-	104940316	intron	cg04744409	ENSG00000203809.5	LINC00577	lincRNA	ENST00000369123.3	LINC00577-001	lincRNA	hypermethylation	4.91e-65	5.02e-63	0.316027552897347	0.716867901434967	0.40084034853762
Breast invasive carcinoma	TCGA	chr6	-	164085549	1_exon	cg02740007	ENSG00000260422.1	RP1-155D22.2	lincRNA	ENST00000564697.1	RP1-155D22.2-001	lincRNA	hypermethylation	3.37e-30	4.01e-29	0.324675586090941	0.481149643570181	0.156474057479239
Breast invasive carcinoma	TCGA	chr7	-	17558834	1_exon	cg13865610	ENSG00000226598.1	AC017060.1	lincRNA	ENST00000451792.1	AC017060.1-001	lincRNA	hypomethylation	1.06e-41	2.65e-40	-0.347862756130588	0.526586928985166	0.874449685115754
Breast invasive carcinoma	TCGA	chr7	+	20220113	intron	cg26296781	ENSG00000233834.5	AC005083.1	processed_transcript	ENST00000430859.1	AC005083.1-002	lincRNA	hypomethylation	3.76e-74	6.89e-72	-0.380097126939796	0.323225018690701	0.703322145630497
Breast invasive carcinoma	TCGA	chr7	-	25742707	intron	cg18460375	ENSG00000223561.5	AC003090.1	lincRNA	ENST00000456777.4	AC003090.1-005	lincRNA	hypomethylation	5.83e-46	1.8e-44	-0.333278164283795	0.542742755508273	0.876020919792067
Breast invasive carcinoma	TCGA	chr7	-	27239710	genebody	cg08637618	ENSG00000253308.2	RP1-170O19.17	lincRNA	ENST00000523608.2	RP1-170O19.17-001	lincRNA	hypermethylation	2.52e-47	8.76e-46	0.335339083362803	0.546095171875278	0.210756088512475
Breast invasive carcinoma	TCGA	chr7	-	35258780	intron	cg08732352	ENSG00000226063.1	AC009531.2	lincRNA	ENST00000442323.1	AC009531.2-001	lincRNA	hypermethylation	2.67e-61	2.17e-59	0.431330291487245	0.707144187254728	0.275813895767483
Breast invasive carcinoma	TCGA	chr7	+	36084952	genebody	cg02650121	ENSG00000205745.2	AC083864.4	lincRNA	ENST00000381493.2	AC083864.4-001	lincRNA	hypomethylation	1.18e-32	1.62e-31	-0.301656905133053	0.644832683145258	0.946489588278311
Breast invasive carcinoma	TCGA	chr7	+	36085042	genebody	cg25203351	ENSG00000205745.2	AC083864.4	lincRNA	ENST00000381493.2	AC083864.4-001	lincRNA	hypomethylation	1.41e-65	1.51e-63	-0.31316607067552	0.451115482235669	0.764281552911189
Breast invasive carcinoma	TCGA	chr7	-	68276369	intron	cg08165339	ENSG00000226829.1	RP5-945F2.3	lincRNA	ENST00000446187.1	RP5-945F2.3-001	lincRNA	hypomethylation	4.63e-35	7.46e-34	-0.307220547164371	0.501895467732794	0.809116014897165
Breast invasive carcinoma	TCGA	chr7	-	68257036	intron	cg21549161	ENSG00000226829.1	RP5-945F2.3	lincRNA	ENST00000446187.1	RP5-945F2.3-001	lincRNA	hypomethylation	1.12e-61	9.4e-60	-0.399782059667044	0.446818804990011	0.846600864657055
Breast invasive carcinoma	TCGA	chr7	-	69232664	intron	cg04598670	ENSG00000225718.1	RP11-3P22.2	lincRNA	ENST00000435148.1	RP11-3P22.2-001	lincRNA	hypomethylation	1.85e-96	1.45e-93	-0.304228674820319	0.321610600876301	0.62583927569662
Breast invasive carcinoma	TCGA	chr7	-	129785611	TSS1500	cg01390574	ENSG00000242078.1	RP11-738B7.1	lincRNA	ENST00000496217.1	RP11-738B7.1-001	lincRNA	hypermethylation	6.43e-38	1.24e-36	0.353779370465293	0.511315262276081	0.157535891810789
Breast invasive carcinoma	TCGA	chr7	-	129785692	TSS1500	cg06314333	ENSG00000242078.1	RP11-738B7.1	lincRNA	ENST00000496217.1	RP11-738B7.1-001	lincRNA	hypermethylation	2.32e-51	1.08e-49	0.325848040855052	0.451973810636719	0.126125769781667
Breast invasive carcinoma	TCGA	chr7	-	129785891	TSS1500	cg15261247	ENSG00000242078.1	RP11-738B7.1	lincRNA	ENST00000496217.1	RP11-738B7.1-001	lincRNA	hypermethylation	9.68e-57	6.06e-55	0.356687183359364	0.45691937292795	0.100232189568586
Breast invasive carcinoma	TCGA	chr7	-	129785490	TSS1500	cg19776616	ENSG00000242078.1	RP11-738B7.1	lincRNA	ENST00000496217.1	RP11-738B7.1-001	lincRNA	hypermethylation	3.33e-42	8.48e-41	0.361815555088484	0.532187719382627	0.170372164294143
Breast invasive carcinoma	TCGA	chr7	+	155004721	1_exon	cg03962217	ENSG00000273344.1	PAXIP1-AS1	lincRNA	ENST00000608317.1	PAXIP1-AS1-001	lincRNA	hypomethylation	1.41e-74	2.65e-72	-0.325259062665531	0.489350962808451	0.814610025473982
Breast invasive carcinoma	TCGA	chr7	-	155448795	intron	cg20183619	ENSG00000236544.1	AC008060.8	lincRNA	ENST00000419225.1	AC008060.8-001	lincRNA	hypermethylation	2.37e-30	2.86e-29	0.36158683510019	0.396487711298685	0.0349008761984952
Breast invasive carcinoma	TCGA	chr7	-	156614451	intron	cg01942797	ENSG00000182648.10	LINC01006	lincRNA	ENST00000418309.1	LINC01006-003	lincRNA	hypomethylation	5.63e-38	1.09e-36	-0.322169637026373	0.522684146047532	0.844853783073906
Breast invasive carcinoma	TCGA	chr7	-	156617044	intron	cg18057109	ENSG00000182648.10	LINC01006	lincRNA	ENST00000418309.1	LINC01006-003	lincRNA	hypermethylation	9.48e-70	1.32e-67	0.313437419938361	0.629183073158536	0.315745653220174
Breast invasive carcinoma	TCGA	chr7	+	157499324	genebody	cg21304619	ENSG00000234210.1	AC006372.4	lincRNA	ENST00000444158.1	AC006372.4-001	lincRNA	hypomethylation	1.32e-33	1.9e-32	-0.353946593981063	0.601666949851172	0.955613543832235
Breast invasive carcinoma	TCGA	chr8	+	1250896	intron	cg08205099	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000522989.4	CTD-2281E23.2-001	lincRNA	hypomethylation	2.27e-46	7.28e-45	-0.313887217447924	0.563958494452908	0.877845711900831
Breast invasive carcinoma	TCGA	chr8	+	1144502	intron	cg08387835	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000520524.4	CTD-2281E23.2-002	lincRNA	hypomethylation	1.09e-46	3.57e-45	-0.373710190304649	0.430001815300418	0.803712005605067
Breast invasive carcinoma	TCGA	chr8	+	1160520	intron	cg12797746	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000520524.4	CTD-2281E23.2-002	lincRNA	hypomethylation	1.24e-75	2.65e-73	-0.364328930567645	0.33403540107171	0.698364331639355
Breast invasive carcinoma	TCGA	chr8	+	1186982	intron	cg22917314	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000520524.4	CTD-2281E23.2-002	lincRNA	hypomethylation	2.88e-67	3.53e-65	-0.306441435983555	0.469398076665062	0.775839512648617
Breast invasive carcinoma	TCGA	chr8	+	1200340	intron	cg24124079	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000520524.4	CTD-2281E23.2-002	lincRNA	hypomethylation	3.2e-60	2.45e-58	-0.328764300415594	0.407118215074995	0.735882515490589
Breast invasive carcinoma	TCGA	chr8	+	1179117	intron	cg24951989	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000520524.4	CTD-2281E23.2-002	lincRNA	hypomethylation	6.84e-63	6.2e-61	-0.326715413683981	0.528384328970354	0.855099742654335
Breast invasive carcinoma	TCGA	chr8	+	1156743	intron	cg27523780	ENSG00000254269.4	CTD-2281E23.2	processed_transcript	ENST00000520524.4	CTD-2281E23.2-002	lincRNA	hypomethylation	2.68e-59	1.97e-57	-0.351693653086332	0.515365256131253	0.867058909217585
Breast invasive carcinoma	TCGA	chr8	-	1302141	1_exon	cg08687507	ENSG00000275427.1	CTD-2281E23.1	lincRNA	ENST00000617093.1	CTD-2281E23.1-001	lincRNA	hypomethylation	3.02e-68	3.87e-66	-0.303375482324633	0.488320049105021	0.791695531429654
Breast invasive carcinoma	TCGA	chr8	-	1300746	1_exon	cg14479709	ENSG00000275427.1	CTD-2281E23.1	lincRNA	ENST00000617093.1	CTD-2281E23.1-001	lincRNA	hypomethylation	2.96e-79	8.45e-77	-0.359268529211282	0.375634528253968	0.73490305746525
Breast invasive carcinoma	TCGA	chr8	-	1371028	TSS1500	cg03926849	ENSG00000260721.1	AF067845.1	lincRNA	ENST00000567210.1	AF067845.1-001	lincRNA	hypomethylation	1.93e-41	4.69e-40	-0.304779165994722	0.516308091204631	0.821087257199353
Breast invasive carcinoma	TCGA	chr8	+	2034773	intron	cg08597799	ENSG00000253805.1	RP11-1049H7.2	lincRNA	ENST00000517731.1	RP11-1049H7.2-001	lincRNA	hypomethylation	8.24e-40	1.82e-38	-0.316545910452776	0.485211296329481	0.801757206782257
Breast invasive carcinoma	TCGA	chr8	-	2691768	intron	cg00160828	ENSG00000254319.4	RP11-134O21.1	lincRNA	ENST00000517984.4	RP11-134O21.1-001	lincRNA	hypomethylation	1.13e-36	2e-35	-0.333747615102548	0.554229095606896	0.887976710709444
Breast invasive carcinoma	TCGA	chr8	-	9905206	1_exon	cg24511738	ENSG00000253230.5	LINC00599	lincRNA	ENST00000521242.1	LINC00599-004	lincRNA	hypermethylation	9.55e-42	2.39e-40	0.300737144238009	0.341445123703981	0.0407079794659719
Breast invasive carcinoma	TCGA	chr8	+	25000052	intron	cg03533519	ENSG00000253832.1	CTD-2168K21.1	lincRNA	ENST00000522570.1	CTD-2168K21.1-001	lincRNA	hypermethylation	1.73e-35	2.84e-34	0.306912144843051	0.443331161868169	0.136419017025119
Breast invasive carcinoma	TCGA	chr8	+	35945649	intron	cg07385257	ENSG00000253452.4	RP11-473J6.1	lincRNA	ENST00000523748.1	RP11-473J6.1-001	lincRNA	hypomethylation	1.29e-72	2.17e-70	-0.402649192374662	0.353670241477596	0.756319433852258
Breast invasive carcinoma	TCGA	chr8	-	37472486	intron	cg05707211	ENSG00000253161.4	RP11-150O12.1	lincRNA	ENST00000519738.4	RP11-150O12.1-001	lincRNA	hypomethylation	4.2e-37	7.7e-36	-0.331468158496688	0.50238330288199	0.833851461378678
Breast invasive carcinoma	TCGA	chr8	-	56560475	TSS1500	cg02297967	ENSG00000246430.5	LINC00968	lincRNA	ENST00000518943.1	LINC00968-004	lincRNA	hypomethylation	2.34e-80	6.99e-78	-0.361583484202601	0.323837700632905	0.685421184835506
Breast invasive carcinoma	TCGA	chr8	+	57202453	intron	cg02725872	ENSG00000253301.4	RP11-513O17.2	lincRNA	ENST00000523341.4	RP11-513O17.2-006	lincRNA	hypomethylation	1.37e-81	4.61e-79	-0.345278742688624	0.399730697622947	0.745009440311571
Breast invasive carcinoma	TCGA	chr8	-	63401781	intron	cg21885251	ENSG00000253205.4	CTD-3046C4.1	lincRNA	ENST00000517829.1	CTD-3046C4.1-002	lincRNA	hypomethylation	2.11e-38	4.18e-37	-0.345075532763224	0.414090485085251	0.759166017848475
Breast invasive carcinoma	TCGA	chr8	+	64377927	TSS200	cg07792478	ENSG00000254377.4	MIR124-2HG	lincRNA	ENST00000519741.1	MIR124-2HG-005	lincRNA	hypermethylation	2.05e-62	1.82e-60	0.47358074997822	0.599521803162975	0.125941053184755
