node	attribute
SLC36A1	gene
DHRS3	gene
RDH14	gene
RDH8	gene
LRAT	gene
SEC14L3	gene
DGKA	gene
SEC14L4	gene
LIAS	gene
LIPT1	gene
SLC5A6	gene
TAS1R2	gene
TAS1R3	gene
BGLAP	gene
ADRBK1	gene
AMHR2	gene
ADRBK2	gene
ACSS1	gene
ALK	gene
P2RY11	gene
SLC6A7	gene
SLC6A14	gene
PYCRL	gene
NARS	gene
SLC38A4	gene
BDKRB1	gene
GABBR1	gene
CARTPT	gene
TAAR1	gene
SLC18A2	gene
ADRB3	gene
ADRA2C	gene
ADRA2B	gene
VMAT2	gene
CYP19A1	gene
CHRNA3	gene
CHRNA2	gene
CHRNA6	gene
CHRNA10	gene
CHRM3	gene
GABRP	gene
GABRA2	gene
GABRB2	gene
GABRA6	gene
GABRG1	gene
GABRA5	gene
GABRG3	gene
GABRA4	gene
GABRQ	gene
TACR1	gene
HTR2C	gene
SLC29A1	gene
NEU2	gene
MLNR	gene
TCN1	gene
AMN	gene
PDE1A	gene
PDE6C	gene
PDE11A	gene
PDE8B	gene
PDE10A	gene
PDE4C	gene
PDE1C	gene
PDE7B	gene
PDE6B	gene
KCNK2	gene
SLC12A1	gene
HTR1F	gene
HTR1D	gene
KCNJ1	gene
PLA2G2E	gene
SCN3B	gene
SCN11A	gene
SCN10A	gene
SCN7A	gene
SCN4B	gene
KCNJ14	gene
SCN9A	gene
KCNJ2	gene
SCN8A	gene
CHRM4	gene
HTR3D	gene
DRD5	gene
HTR3A	gene
HTR6	gene
CHRM5	gene
HTR7	gene
HTR5A	gene
HTR3B	gene
HTR2B	gene
HCAR2	gene
HRH2	gene
CA3	gene
TTLL3	gene
KCND2	gene
KCND3	gene
MGAM	gene
SI	gene
KCNJ3	gene
LY96	gene
PTGER1	gene
KCNH7	gene
KCNK6	gene
KCNH6	gene
CA7	gene
HDAC9	gene
KCNA1	gene
HRH4	gene
SIGMAR1	gene
PTGR2	gene
PTGDR2	gene
ETFDH	gene
KCNMA1	gene
TPH1	gene
CALY	gene
PGA5	gene
SRD5A1	gene
CES1	gene
TPO	gene
KRT12	gene
CCKAR	gene
SERPIND1	gene
SLC15A1	gene
SRD5A2	gene
CYP11B2	gene
MGEA5	gene
SLC2A2	gene
GABRR1	gene
SLC12A3	gene
XDH	gene
CYSLTR1	gene
SLC22A8	gene
SLC22A7	gene
SLC22A11	gene
MCHR1	gene
NCF4	gene
HPN	gene
CYP26C1	gene
PSG5	gene
MMP12	gene
EDNRB	gene
KCNK9	gene
CA5A	gene
CA5B	gene
CA13	gene
TUBE1	gene
TUBD1	gene
SLC22A4	gene
CROT	gene
HTR4	gene
FXYD2	gene
TLR9	gene
HCAR3	gene
GNRHR2	gene
CYP11B1	gene
FGF4	gene
GPR35	gene
FPR1	gene
KCNMB4	gene
KCNN2	gene
KCNN1	gene
KCNN3	gene
KCNMB1	gene
KCNMB3	gene
ASPG	gene
KCNMB2	gene
TLR8	gene
TLR7	gene
ATP5D	gene
CYP26B1	gene
RARRES1	gene
OBP2A	gene
PDK4	gene
CYP26A1	gene
SLC12A7	gene
SLC12A4	gene
SLC12A6	gene
S100A12	gene
HRH3	gene
S100A2	gene
PTGER2	gene
MT-ATP6	gene
GPER1	gene
MMP21	gene
MMP27	gene
MMP26	gene
MMP16	gene
MMP19	gene
MMP11	gene
MMP28	gene
MMP13	gene
MMP24	gene
MMP20	gene
MMP23A	gene
MMP25	gene
MMP17	gene
MMP8	gene
PLA2G1B	gene
TBXAS1	gene
PTGIS	gene
TNFAIP6	gene
NPY2R	gene
SST	gene
ALPPL2	gene
JDP2	gene
ATF5	gene
KCNJ9	gene
LEF1	gene
CYP2C19	gene
NPC1L1	gene
KCNQ5	gene
CYP21A2	gene
TAS2R16	gene
GLRA4	gene
SMO	gene
ASMT	gene
MTTP	gene
PLCL1	gene
PLA2G6	gene
SLC29A4	gene
NTSR2	gene
ATP6V1G3	gene
ATP6V0E1	gene
ATP6V0A4	gene
SELE	gene
SLC22A12	gene
NPSR1	gene
ATP2C2	gene
STMN4	gene
SLCO1B1	gene
SLCO1B3	gene
TPMT	gene
ZAK	gene
PON1	gene
AGTR2	gene
KLK1	gene
PCDH19	gene
MGP	gene
KCNJ15	gene
MUC2	gene
RNASE3	gene
CYP27B1	gene
GABRR3	gene
GABRR2	gene
NEIL1	gene
HDAC8	gene
NEIL2	gene
HPR	gene
DAND5	gene
C1S	gene
SEPP1	gene
IGKV1-17	gene
IGLV3-21	gene
PZP	gene
F13B	gene
APOBR	gene
C8B	gene
PGLYRP2	gene
APOA4	gene
ACAD8	gene
B3GAT1	gene
TREM1	gene
MB	gene
LCN9	gene
MAPK8IP1	gene
PRSS2	gene
CTSF	gene
HS3ST3A1	gene
HS3ST1	gene
MBL2	gene
CELA1	gene
ART1	gene
GLT6D1	gene
CYTH2	gene
PLEKHA4	gene
DHFRL1	gene
GGACT	gene
PVALB	gene
GPHN	gene
MAN1B1	gene
TLL2	gene
TUB	gene
ADAM28	gene
UCK2	gene
SPINK6	gene
LCTL	gene
NT5M	gene
ACAN	gene
STS	gene
PCTP	gene
HCN2	gene
CAMP	gene
LCT	gene
NCAN	gene
KRTAP5-2	gene
SIGLEC1	gene
KRTAP5-3	gene
CLPS	gene
MIP	gene
BST1	gene
CPA1	gene
DHRS4L1	gene
ADCY5	gene
ADCY2	gene
NMNAT3	gene
COX7B	gene
DKFZp686P18130	gene
FABP6	gene
COX7C	gene
GPBAR1	gene
COX7A1	gene
CLEC14A	gene
EFTUD1	gene
HSD17B11	gene
IGHG2	gene
CLC	gene
CYP2B6	gene
GNAT1	gene
GLTP	gene
PLA2G2D	gene
CCL8	gene
TFF2	gene
CHIT1	gene
IL4I1	gene
ACCS	gene
NMNAT1	gene
HAO2	gene
CMA1	gene
EN2	gene
GSTT2	gene
GSTT2B	gene
TNFSF13B	gene
EPN1	gene
PKIA	gene
BPHL	gene
ACPP	gene
GNLY	gene
RNASE4	gene
ISG20	gene
SIGLEC7	gene
CTSS	gene
IRGC	gene
SFTPA1	gene
ADAMTS5	gene
ELSPBP1	gene
COPG1	gene
UQCR10	gene
BPI	gene
CNGA1	gene
ATP5C1	gene
ATP5A1	gene
ATP5B	gene
CPB1	gene
SAR1B	gene
ARL5A	gene
CEL	gene
PFKFB4	gene
MSRA	gene
S100G	gene
TAOK2	gene
MASP2	gene
CLEC4E	gene
UGT1A9	gene
CLCNKA	gene
GSG2	gene
CYP2A6	gene
PGLYRP3	gene
CSNK1G3	gene
P2RY2	gene
ABCB5	gene
CALCRL	gene
TACR3	gene
ALOX5AP	gene
ANO1	gene
KCNQ4	gene
MUC16	gene
NPY4R	gene
CYP24A1	gene
SCYL1	gene
GRM3	gene
HLA-DRB4	gene
HLA-DRB5	gene
PDGFD	gene
PRTN3	gene
BCR/ABL fusion	gene
GPR119	gene
PSENEN	gene
RHD	gene
ADGRF1	gene
NOXO1	gene
MPL	gene
SLC5A5	gene
CD163	gene
IL23A	gene
FFAR4	gene
PDE4	gene
ST3GAL5	gene
TNFRSF11A	gene
KISS1R	gene
GPR55	gene
LTB4R	gene
LTB4R2	gene
SLC5A2	gene
COL4A4	gene
SH2B3	gene
KCNC3	gene
KCNB2	gene
KCND1	gene
KCNC2	gene
KCNC1	gene
KCNA10	gene
KCNA7	gene
TACR2	gene
SSTR1	gene
SSTR3	gene
TPSAB1	gene
CELA2A	gene
CHRFAM7A	gene
CAMK4	gene
AADACL2	gene
ENOPH1	gene
CAMK1G	gene
GUCA1A	gene
IGHV1-2	gene
ACSBG1	gene
TRAPPC1	gene
PARP15	gene
IGHV3-30	gene
IGKV2D-28	gene
MLLT4	gene
CES1P1	gene
NMRAL1	gene
HAPLN4	gene
STAB2	gene
IMPG2	gene
HAPLN3	gene
HAPLN1	gene
LAYN	gene
ASIC3	gene
SLC6A13	gene
SLC6A11	gene
S1PR5	gene
S1PR3	gene
S1PR4	gene
PGF	gene
GUCY2C	gene
NEK11	gene
HCRTR2	gene
HCRTR1	gene
CYP2D6	gene
GPR12	gene
TRPV2	gene
CYP3A7	gene
TRPV4	gene
SSTR4	gene
IGLL1	gene
EEF1A1L14	gene
TAC3	gene
APOC2	gene
LRG1	gene
IGHG4	gene
NOX1	gene
MRC1	gene
PCSK9	gene
CD38	gene
DIO3	gene
ALPL	gene
TRHR	gene
MARCO	gene
DGAT2	gene
ELOVL4	gene
RGN	gene
CASQ1	gene
CIB2	gene
F2RL3	gene
AQP3	gene
ATP5O	gene
ATP5L	gene
MC5R	gene
MC3R	gene
SLC9A3	gene
SOST	gene
RBP3	gene
CYP3A43	gene
INSRR	gene
STK38L	gene
ANKK1	gene
STK24	gene
STK36	gene
PAK6	gene
EPHA6	gene
CDKL2	gene
PIM3	gene
PLK3	gene
MYLK3	gene
SGK3	gene
SRMS	gene
MYO3A	gene
PHKG1	gene
TNNI3K	gene
SBK3	gene
STK33	gene
TAOK3	gene
DAPK2	gene
MAP4K5	gene
IRAK3	gene
NIM1K	gene
SNRK	gene
DCLK3	gene
MAP3K4	gene
UGT1A1	gene
STK32A	gene
MST1R	gene
LTK	gene
DYRK1B	gene
SIK3	gene
SBK1	gene
CDC42BPG	gene
STK17A	gene
IL5RA	gene
TPH2	gene
GHSR	gene
CD79B	gene
NIP7	gene
GAST	gene
ADGRD1	gene
ATP5I	gene
TACSTD2	gene
MT4	gene
MT1M	gene
MT1HL1	gene
TESMIN	gene
MT1L	gene
MT1B	gene
MT1H	gene
SLC7A7	gene
TFR2	gene
TMPRSS2	gene
SLC10A2	gene
RPE65	gene
DGKB	gene
DGKK	gene
NAPEPLD	gene
DAGLA	gene
CCR9	gene
P2RX7	gene
TRPC6	gene
NR2E3	gene
POLH	gene
SPHK1	gene
APOBEC3G	gene
KDM4E	gene
COL6A6	gene
FMO3	gene
APLNR	gene
TRPC5	gene
KMO	gene
P2RY14	gene
GPR139	gene
GALR1	gene
SLC5A1	gene
PRLHR	gene
PROKR1	gene
KLK4	gene
AKT3	gene
DNASE1L3	gene
CAPN10	gene
IDO2	gene
KCNK10	gene
VSIR	gene
C3AR1	gene
BAZ2B	gene
SLC23A1	gene
TRPM3	gene
GRP	gene
CCL17	gene
SENP7	gene
RXFP4	gene
KDM4C	gene
SGK2	gene
AQP2	gene
UMOD	gene
GUCY1B2	gene
GJC3	gene
LOH19CR1	gene
PIK3R6	gene
HKDC1	gene
HCAR1	gene
APH1B	gene
TRPM2	gene
TSHB	gene
ALOX12	gene
GIPR	gene
UGT1A4	gene
P2RY6	gene
HEBP1	gene
UGT1A6	gene
TDP1	gene
TRPM1	gene
GALR3	gene
GDF2	gene
GNRH1	gene
RXFP1	gene
DNER	gene
TMEM97	gene
MCOLN1	gene
KLRD1	gene
BACE2	gene
PSORS1C1	gene
FPR3	gene
CBLC	gene
GUCY2D	gene
ENPP2	gene
OR52E2	gene
CYCSP5	gene
KCNH4	gene
GJA8	gene
CGB5	gene
TRPC4	gene
ATG4B	gene
PIK3R5	gene
GPR17	gene
P2RY1	gene
CLCN6	gene
CATSPER2	gene
CTAG1B	gene
LPAR4	gene
C5AR1	gene
MAP3K20	gene
NOTCH4	gene
LOXL2	gene
XPNPEP2	gene
HCN3	gene
CDKN2B-AS1	gene
ADORA2A-AS1	gene
SLC5A4	gene
PI3	gene
COL11A1	gene
CHRNE	gene
GALR2	gene
KCNT1	gene
AQP4	gene
HCP5	gene
FFAR3	gene
UGT1A5	gene
KCNS3	gene
CCR8	gene
CR2	gene
TRH	gene
IL31	gene
CMKLR1	gene
IFNL3	gene
GJA3	gene
NPPC	gene
ANGPTL3	gene
UGT1A3	gene
KCNT2	gene
ABHD6	gene
NOX4	gene
SLC28A2	gene
MAFB	gene
GPR68	gene
NMUR2	gene
GPR1	gene
SFTPB	gene
EXO1	gene
RHBDF2	gene
CNPY4	gene
NMUR1	gene
BRS3	gene
GJB1	gene
SOX10	gene
CD83	gene
C10ORF67	gene
LNPEP	gene
OPN1LW	gene
C5AR2	gene
LPAR3	gene
BRDT	gene
IL18	gene
P2RY4	gene
ERAP2	gene
GRK5	gene
SLC14A2	gene
PKD2L1	gene
GUCY1B3	gene
CTGF	gene
SLC36A2	gene
CYP7B1	gene
SLC5A7	gene
RYR3	gene
MGAT2	gene
PSMD4P1	gene
HCN4	gene
KCNK12	gene
RXFP3	gene
ITGA11	gene
TPCN2	gene
OXER1	gene
PHEX	gene
CYP46A1	gene
OXGR1	gene
CHRND	gene
SLCO1A2	gene
MRGPRX2	gene
CECR2	gene
IFNA1	gene
PNPLA3	gene
DPP7	gene
GRM6	gene
QRFPR	gene
PROKR2	gene
PRB2	gene
CD37	gene
GJB6	gene
PMEL	gene
CYP4F2	gene
UTS2R	gene
CASP5	gene
ATP5E	gene
MEG3	gene
KIR2DL3	gene
P2RX3	gene
SLCO1C1	gene
MIR27A	gene
ITGB6	gene
MOBP	gene
CYP4B1	gene
TASP1	gene
TRPC7	gene
CD248	gene
PDGFC	gene
TMEM173	gene
NPFFR1	gene
PTPN22	gene
ATAT1	gene
FAM178B	gene
NT5C1A	gene
SLCO2A1	gene
CYR61	gene
GJD2	gene
PCSK7	gene
GUCY1A3	gene
IFNL4	gene
GBP6	gene
KCNG2	gene
CLCNKB	gene
GPR32	gene
NPPA-AS1	gene
BRSK1	gene
CNGA2	gene
PGC	gene
UGT1A8	gene
KMT5C	gene
SELPLG	gene
GPR15	gene
SLC26A9	gene
FAAH2	gene
VEGFC	gene
MSANTD1	gene
IL9	gene
CXCR5	gene
KCNS2	gene
GJD4	gene
MT1IP	gene
CES2	gene
GJD3	gene
P2RX1	gene
PMCH	gene
T	gene
BTF3P11	gene
DIO1	gene
KCNF1	gene
ZUFSP	gene
LIPG	gene
TMPRSS15	gene
TXNRD3	gene
ACKR4	gene
RHAG	gene
CXCR6	gene
TAAR6	gene
GPR84	gene
ADAM8	gene
LPAR2	gene
SPHK2	gene
IFNR	gene
TET2	gene
GPR143	gene
NRG3	gene
APOBEC3A	gene
OR52J2P	gene
KDM5B	gene
ADGRG3	gene
COL28A1	gene
IBSP	gene
PLA2G5	gene
CUX2	gene
PANX3	gene
LGR6	gene
CMTM8	gene
IL27	gene
TMEM167A	gene
NMBR	gene
ACKR1	gene
ZNF804A	gene
RXFP2	gene
H2AFX	gene
TPSD1	gene
NPFFR2	gene
IL17F	gene
SORCS2	gene
BDNF-AS	gene
PSMC1P1	gene
PACSIN2	gene
PARG	gene
DNAH8	gene
FGF22	gene
MRGPRX1	gene
ST6GAL1	gene
RPS6KB2	gene
RNPEP	gene
SLC28A3	gene
CRISPLD2	gene
KCNV2	gene
MYT1L	gene
SLC47A2	gene
DSG3	gene
SLC46A1	gene
CD34	gene
IL25	gene
KCNG1	gene
KIAA0391	gene
SLC28A1	gene
TPCN1	gene
ENOSF1	gene
PSMD10P2	gene
KCNH8	gene
P2RY13	gene
UGT2B15	gene
TRBV20OR9-2	gene
PYY	gene
UOX	gene
TERC	gene
8-Mar	gene
DDO	gene
WNK2	gene
COQ2	gene
KCNG3	gene
FMO1	gene
PSMD10P3	gene
MIA	gene
CTRC	gene
KCNK18	gene
HOXD1	gene
NPBWR1	gene
RFWD2	gene
NT5C	gene
GJA10	gene
H19	gene
SLC39A8	gene
NDUFAF1	gene
TNFRSF18	gene
GALP	gene
TREML4	gene
MALAT1	gene
PSMB11	gene
PIPSL	gene
GJB7	gene
MRGPRD	gene
MAN2C1	gene
KDM7A	gene
ANGPT1	gene
PSORS1C3	gene
CLDN18	gene
LILRA4	gene
MOCS1	gene
NALCN	gene
XCR1	gene
PNOC	gene
CATSPER3	gene
MADCAM1	gene
CYP20A1	gene
SLC5A8	gene
PSME2P2	gene
CHST3	gene
GJA9	gene
DDX43	gene
TRPM6	gene
ADCY10	gene
PGA3	gene
SLC18A3	gene
ABCA4	gene
SLC6A5	gene
DUOX2	gene
N6AMT1	gene
PEBP4	gene
EDAR	gene
APOBEC3B	gene
MDGA2	gene
LPO	gene
INS-IGF2	gene
DLL4	gene
PEAR1	gene
CEACAM3	gene
C6ORF15	gene
HBEGF	gene
HLA-DRB2	gene
AOAH	gene
RCSD1	gene
SLCO3A1	gene
CR1	gene
CPA2	gene
GJE1	gene
GJB4	gene
IL22	gene
SPOPL	gene
IRS2	gene
SLC25A31	gene
SLC26A8	gene
KCNK17	gene
PLCB1	gene
FZD1	gene
TYRP1	gene
NOX5	gene
LKAAEAR1	gene
PIKFYVE	gene
SH2D5	gene
MIR125B2	gene
SLC23A2	gene
PPME1	gene
TFF3	gene
TCIM	gene
KCNH5	gene
KCNH3	gene
NUDT15	gene
SLC9A5	gene
CYP2A13	gene
ANKRD30B	gene
GPR63	gene
LINC00251	gene
PLCE1	gene
MUTYH	gene
RNPEPL1	gene
DCBLD1	gene
ARMS2	gene
MCHR2	gene
MAS1	gene
IGF2BP2	gene
HAVCR2	gene
SLC22A9	gene
PIGF	gene
P2RY10	gene
AMACR	gene
P2RX2	gene
UGT1A	gene
TMPRSS11D	gene
GPR174	gene
RCE1	gene
CSRNP3	gene
COL27A1	gene
KIR2DL1	gene
TRPM5	gene
TP53AIP1	gene
IGFBP4	gene
KL	gene
MSMB	gene
KCNK13	gene
RAPGEF5	gene
COL6A3	gene
SLC6A19	gene
CDH17	gene
PLA2G2F	gene
CPT1B	gene
MT-RNR1	gene
GJC2	gene
KCNJ13	gene
STEAP1	gene
CD70	gene
GPRC6A	gene
CFHR4	gene
OR52J3	gene
SLC11A1	gene
RLN2	gene
NPTXR	gene
MT1JP	gene
MBOAT4	gene
PPY	gene
SLC12A8	gene
GPR34	gene
ANO2	gene
GRK4	gene
IL1RL2	gene
FZD4	gene
PRSS53	gene
GP6	gene
CST5	gene
IGF2-AS	gene
AD5	gene
TNFRSF12A	gene
LPAR5	gene
ZMAT4	gene
GUCA2B	gene
LAG3	gene
IL21R	gene
MGAT4A	gene
EDN3	gene
OLR1	gene
SPECC1L-ADORA2A	gene
DAOA	gene
GPR4	gene
PEMT	gene
PLEKHH2	gene
GNE	gene
ANKFN1	gene
COL22A1	gene
PERP	gene
GALNT14	gene
SLC22A16	gene
CEACAM7	gene
CNGA3	gene
SELL	gene
COL5A3	gene
EGFL7	gene
GPR75	gene
IL31RA	gene
PGLYRP4	gene
TLR6	gene
CHST11	gene
SEMA4D	gene
HCG22	gene
APLN	gene
HIST4H4	gene
CYP7A1	gene
DSE	gene
PSCA	gene
GHRH	gene
SGMS1	gene
MIR2054	gene
ENTPD1	gene
RARS	gene
GPR88	gene
CSMD1	gene
IL21	gene
CYP2F1	gene
FMO5	gene
PLA2G3	gene
HIST1H3B	gene
KISS1	gene
AQP8	gene
LRMDA	gene
UCP1	gene
COL26A1	gene
THBS2	gene
LHFPL3	gene
DCT	gene
PANX2	gene
IL17B	gene
TCF19	gene
CDC42BPB	gene
CRYBG2	gene
MRM2	gene
SFRP5	gene
DDIT4	gene
TAS2R31	gene
MAGEC1	gene
NLRP1	gene
RIPOR2	gene
AQP6	gene
METAP1D	gene
LYVE1	gene
SGSM3	gene
CTF1	gene
HMGCS2	gene
ICOS	gene
FCN2	gene
SLC2A5	gene
ATAD2B	gene
ITPKC	gene
KCNS1	gene
INVS	gene
WNT5B	gene
FSIP1	gene
AICDA	gene
PAPLN	gene
GDA	gene
SLC40A1	gene
IL10RA	gene
RGS17	gene
UGT2B17	gene
GPR87	gene
KIR2DS4	gene
CYB5R4	gene
GUCA2A	gene
MYL7	gene
IFI27	gene
CASP12	gene
UCP3	gene
ANKS1B	gene
C9ORF3	gene
GPR19	gene
GREM2	gene
GRK3	gene
CRLF2	gene
IL17C	gene
CH25H	gene
DEFA4	gene
EYS	gene
CLEC4C	gene
ILKAP	gene
FZD8	gene
ARHGEF28	gene
SLC14A1	gene
GPR132	gene
CEACAM6	gene
ATP10A	gene
TNFRSF25	gene
MIR155	gene
ACR	gene
LTB	gene
ZNF100	gene
SP7	gene
PCSK4	gene
ZDHHC7	gene
LVRN	gene
ARAP2	gene
ENTPD2	gene
FUT4	gene
ZIC4	gene
FGFRL1	gene
PLEKHA6	gene
UGGT2	gene
SLC32A1	gene
ADGRL3	gene
ABCC11	gene
SAA1	gene
BRPF3	gene
C5ORF56	gene
B4GALT2	gene
POM121L2	gene
AGBL4	gene
CLCN3	gene
SLC29A3	gene
KLK14	gene
KDM3A	gene
ZNF385D	gene
TRGV3	gene
KCNV1	gene
DLL3	gene
FGD4	gene
IL20	gene
MIR21	gene
KIR3DL2	gene
SLAMF6	gene
SUMO4	gene
RNF112	gene
CLCA1	gene
CRYGD	gene
ZNF816	gene
UGT2A1	gene
IL12RB2	gene
NPTN	gene
ZNF568	gene
LAMC3	gene
SV2C	gene
DPCR1	gene
ENPP3	gene
CYP2A7P1	gene
MYO1H	gene
XK	gene
TEP1	gene
ECT2L	gene
CCL14	gene
NPTX2	gene
CERKL	gene
SLC17A9	gene
AXIN2	gene
PVT1	gene
TMPRSS6	gene
ACVR1C	gene
CX3CL1	gene
HOTAIR	gene
SLC44A4	gene
ERRFI1	gene
COL6A5	gene
INSIG2	gene
STK32B	gene
CORT	gene
UST	gene
FUT3	gene
KIR3DL3	gene
ACSS3	gene
PAPD7	gene
NTNG1	gene
PSMD10P1	gene
CYP2R1	gene
GRID2	gene
GRK7	gene
GPR83	gene
KCNU1	gene
SEMA3C	gene
GPR142	gene
ZNF565	gene
SLC27A1	gene
HLA-DPB2	gene
FGFR3P1	gene
STIM2	gene
SLCO4A1	gene
NPIPB8	gene
KCNK4	gene
TSHZ2	gene
NODAL	gene
STK31	gene
GCKR	gene
CISH	gene
CFAP44	gene
DSCAM	gene
STAG3	gene
ABCG4	gene
SLC4A8	gene
OTOS	gene
FCGR1CP	gene
ABCA5	gene
BMP5	gene
EMP2	gene
IGH	gene
IL37	gene
PORCN	gene
MIR582	gene
ZNF134	gene
FGF6	gene
SLITRK6	gene
VNN1	gene
HYOU1	gene
AQP10	gene
CD84	gene
SNORD68	gene
THSD7B	gene
NGB	gene
PTGES2	gene
GPR37L1	gene
GALNT17	gene
SACM1L	gene
SLC5A11	gene
CELF4	gene
ELF5	gene
SEPT5	gene
TRBV28	gene
NBPF3	gene
MED16	gene
NME7	gene
ZNF148	gene
SEC23IP	gene
Q9H6F0	gene
ZNF581	gene
ZNF230	gene
ATXN7L1	gene
DMRTA1	gene
STAB1	gene
CADM4	gene
FAM83D	gene
TACC3	gene
RAB40C	gene
NANOS1	gene
CNOT11	gene
CNOT6	gene
IZUMO1	gene
TSSC4	gene
NEGR1	gene
S6BGD6	gene
FLJ00321	gene
Q8IWP3	gene
TSSK6	gene
ANKRD50	gene
G7	gene
ZFPM1	gene
DOK1	gene
MAP6	gene
PNRC2	gene
ZCWPW1	gene
C7ORF31	gene
TRIM51	gene
ZNF451	gene
SNRNP35	gene
PHACTR3	gene
ACAP3	gene
MTG2	gene
GIT1	gene
PRR7	gene
KRTAP1-3	gene
ZNF784	gene
CYP39A1	gene
CASP8AP2	gene
PIAS3	gene
FLYWCH1	gene
C11ORF1	gene
OLFML3	gene
NIPSNAP3A	gene
PCDHA4	gene
F8WBK4	gene
UPI0001AFF976	gene
F8W894	gene
DLGAP2	gene
PPP1R3C	gene
Q53HQ0	gene
Q5QP88	gene
B3GNT4	gene
ZFAND3	gene
KCNE3	gene
MARCHF7	gene
LILRB1	gene
BARHL1	gene
RAD54B	gene
FLRT2	gene
SLIT3	gene
FMOD	gene
LRRC74A	gene
LRRC10	gene
XRRA1	gene
LRRC8B	gene
LRRC31	gene
PODN	gene
LRGUK	gene
LRRC61	gene
LRRC2	gene
LRRC27	gene
KLHL25	gene
DKFZP762F2011	gene
KLHL1	gene
LRCH1	gene
TRIM17	gene
LSM4	gene
AID	gene
ADAP2	gene
NDFIP2	gene
ZDHHC3	gene
SINHCAF	gene
ORC6	gene
GDPD2	gene
Q5VU85	gene
KATNBL1	gene
Q14485	gene
Q5HY47	gene
BAMBI	gene
CLEC2A	gene
GSDMB	gene
POMP	gene
SLC27A6	gene
MMRN2	gene
Q9BWQ7	gene
PPARGC1A	gene
H7C030	gene
CD300LF	gene
H0YL21	gene
TEX37	gene
ARHGAP9	gene
HEYL	gene
RAD54L2	gene
ZNF282	gene
PPP2R3B	gene
FAM200A	gene
CRCT1	gene
UPI000187F6BA	gene
CHDH	gene
ZNF334	gene
THAP10	gene
K7EMQ9	gene
FAM32A	gene
CHIC2	gene
TMEM184C	gene
HEL-S-101	gene
GGT7	gene
ZNF420	gene
AP3M1	gene
FLACC1	gene
TMED7	gene
RASL12	gene
NKIRAS1	gene
PLEKHB1	gene
PC326	gene
ZNF302	gene
EIF3L	gene
MCRIP2	gene
Q96J99	gene
Q9HA67	gene
WASF2	gene
Q8NC36	gene
FIS1	gene
NRTN	gene
CACTIN-AS1	gene
LTBP3	gene
NUMBL	gene
HOXA13	gene
PYCARD	gene
AFF4	gene
GATA6	gene
Q9BRL8	gene
APOL6	gene
PYGO1	gene
HEG1	gene
ARHGAP22	gene
MEGF8	gene
AMIGO2	gene
NELL1	gene
HHATL	gene
CRIM1	gene
JAG2	gene
BCL2L15	gene
GPATCH11	gene
TEKT1	gene
CDCP1	gene
MAPRE3	gene
HEL-S-25	gene
HEL-S-182MP	gene
GC20	gene
NOTUM	gene
SHANK1	gene
CDPF1	gene
TXNL4B	gene
DKFZP666O0110	gene
TRDN	gene
DAAM1	gene
DNAH17	gene
PAGR1	gene
TBC1D2B	gene
ZUP1	gene
ZNF436	gene
E2F2	gene
PLXNA1	gene
DOC2B	gene
RIMS1	gene
Q53HF2	gene
POLR3H	gene
RALGDS	gene
FLJ90650	gene
TMEM183A	gene
RNF122	gene
SNURF	gene
DEFB127	gene
SNX7	gene
S100A14	gene
TPX2	gene
OAZ3	gene
GPATCH2L	gene
TCAF1	gene
PIH1D3	gene
RND1	gene
ST3GAL3	gene
Q5T4W8	gene
SOX7	gene
Q9NZX4	gene
ZNF107	gene
MBD1	gene
MRTFB	gene
SOX13	gene
DKFZP564J0123	gene
UPI0000070D5E	gene
PHRF1	gene
PHF11	gene
Q5TZS4	gene
THNSL2	gene
Q3YBA8	gene
RNF115	gene
CAPN7	gene
ZNF277	gene
ADCY7	gene
Q0VAR9	gene
EXD3	gene
GDPD5	gene
PP2135	gene
C4ORF42	gene
KRTAP4-11	gene
PCED1A	gene
CHRD	gene
NTN4	gene
PLSCR3	gene
DEPP1	gene
IP6K2	gene
Q86U72	gene
SGSM1	gene
CPXM2	gene
KIAA0226	gene
ZSCAN4	gene
EXPH5	gene
ZF6	gene
ABTB1	gene
PNPLA2	gene
Q96MK7	gene
SECISBP2	gene
C10ORF2	gene
MAN1C1	gene
MTMR10	gene
HEY1	gene
C2ORF50	gene
RBM8A	gene
COG6	gene
ZBTB1	gene
RHOBTB2	gene
MRC2	gene
PARK2	gene
TSACC	gene
NR2C2AP	gene
FERD3L	gene
PIDD1	gene
GTF2A1L	gene
NFE2L3	gene
SF3B6	gene
THSD7A	gene
BCL11A	gene
ROM1	gene
NRL	gene
M1AP	gene
GUCD1	gene
Q6TXQ4	gene
DYNC1LI1	gene
CD2AP	gene
CCBE1	gene
Q9UMD0	gene
HGFAC	gene
TCP10L	gene
AK3	gene
ZNF175	gene
Q9NYC6	gene
HHIP	gene
BOC	gene
CARD6	gene
ALX4	gene
OVGP1	gene
CRAMP1	gene
JPT2	gene
Q7Z6S6	gene
DKFZP586M1622	gene
NEUROG1	gene
PDP1	gene
FGD5	gene
SLFN12	gene
MSANTD3	gene
ZNF649	gene
ZKSCAN5	gene
MTO1	gene
HEL25	gene
AP1M2	gene
MKLN1	gene
LAMTOR2	gene
SNX5	gene
HEBP2	gene
WFDC1	gene
CWC15	gene
Q59E92	gene
ZHX2	gene
MARCHF5	gene
KRTAP4-7	gene
